"","X","ID","Sample.No","locus","index","well","site","C","T","total","C_Ratio","age","Sex","Population","ind"
"2983",4045,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_49",9,35905,35914,0.000250598652336136,30,"F","SR","7D"
"2984",4046,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_51",882,35030,35912,0.0245600356426821,30,"F","SR","7D"
"2985",4047,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_54",17,35934,35951,0.000472865845178159,30,"F","SR","7D"
"2986",4048,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_65",25,36064,36089,0.000692731857352656,30,"F","SR","7D"
"2988",4051,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_157",60,1031,1091,0.0549954170485793,30,"F","SR","1D"
"2995",4060,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_132",0,1210,1210,0,30,"F","SR","1D"
"2996",4061,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_148",52,934,986,0.0527383367139959,30,"F","SR","1D"
"2997",4062,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_151",0,1079,1079,0,30,"F","SR","1D"
"2998",4063,"L60","kw02-18","NP","1D","NP_1D_S4_merge.bam","NP_154",0,1091,1091,0,30,"F","SR","1D"
"2999",4064,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_57",1,5920,5921,0.000168890390136801,30,"F","SR","1D"
"3000",4065,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_51",352,5560,5912,0.0595399188092016,30,"F","SR","1D"
"3006",4076,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_45",410,5450,5860,0.0699658703071672,30,"F","SR","1D"
"3007",4077,"L60","kw02-18","BDNF","1D","BDNF_1D_S4_sort.bam","BDNF_48",7,5907,5914,0.00118363205951978,30,"F","SR","1D"
"3008",4079,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_71",877,35186,36063,0.0243185536422372,30,"F","SR","7D"
"3009",4080,"L60","kw02-18","ACTB","7D","ACTB_7D_S52_sort.bam","ACTB_74",24,36072,36096,0.000664893617021277,30,"F","SR","7D"
"3010",4081,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_160",9,841,850,0.0105882352941176,18,"M","SR","1F"
"3011",4082,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_165",7,845,852,0.00821596244131455,18,"M","SR","1F"
"3015",4086,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_154",11,839,850,0.0129411764705882,18,"M","SR","1F"
"3016",4087,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_157",19,831,850,0.0223529411764706,18,"M","SR","1F"
"3027",4100,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_151",13,833,846,0.0153664302600473,18,"M","SR","1F"
"3036",4114,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_54",302,19623,19925,0.0151568381430364,18,"M","SR","7F"
"3037",4115,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_65",234,19743,19977,0.0117134704910647,18,"M","SR","7F"
"3038",4116,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_71",189,19776,19965,0.00946656649135988,18,"M","SR","7F"
"3039",4117,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_74",295,19680,19975,0.0147684605757196,18,"M","SR","7F"
"3040",4119,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_27",76,328,404,0.188118811881188,18,"M","SR","1F"
"3041",4121,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_33",110,294,404,0.272277227722772,18,"M","SR","1F"
"3042",4123,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_73",84,322,406,0.206896551724138,18,"M","SR","1F"
"3043",4125,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_49",108,298,406,0.266009852216749,18,"M","SR","1F"
"3053",4136,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_92",48,358,406,0.118226600985222,18,"M","SR","1F"
"3062",4147,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_95",26,380,406,0.0640394088669951,18,"M","SR","1F"
"3063",4148,"L71","kw04-11","CRF","1F","CRF_1F_S6_sort.bam","CRF_113",215,187,402,0.534825870646766,18,"M","SR","1F"
"3067",4152,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_36",318,19175,19493,0.0163135484532909,18,"M","SR","7F"
"3068",4153,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_49",106,19811,19917,0.0053220866596375,18,"M","SR","7F"
"3069",4154,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_51",83,19827,19910,0.0041687594173782,18,"M","SR","7F"
"3070",4155,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_45",213,17540,17753,0.0119979721737171,18,"M","SR","1F"
"3071",4156,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_48",415,17548,17963,0.0231030451483605,18,"M","SR","1F"
"3072",4157,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_51",1216,16748,17964,0.0676909374304164,18,"M","SR","1F"
"3073",4158,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_57",163,17814,17977,0.00906714134727708,18,"M","SR","1F"
"3074",4159,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_81",247,17656,17903,0.0137965704071943,18,"M","SR","1F"
"3077",4162,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_45",4,962,966,0.0041407867494824,18,"M","SR","1F"
"3078",4163,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_66",0,965,965,0,18,"M","SR","1F"
"3079",4164,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_90",8,944,952,0.00840336134453781,18,"M","SR","1F"
"3081",4166,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_132",5,920,925,0.00540540540540541,18,"M","SR","1F"
"3082",4167,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_148",9,759,768,0.01171875,18,"M","SR","1F"
"3083",4168,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_37",584,17380,17964,0.0325094633711868,18,"M","SR","1F"
"3091",4179,"L71","kw04-11","ACTB","7F","ACTB_7F_S54_sort.bam","ACTB_29",274,19161,19435,0.0140982763056342,18,"M","SR","7F"
"3092",4181,"L71","kw04-11","BDNF","1F","BDNF_1F_S6_sort.bam","BDNF_26",2413,15255,17668,0.136574598143536,18,"M","SR","1F"
"3093",4182,"L71","kw04-11","NP","1F","NP_1F_S6_merge.bam","NP_92",2,949,951,0.00210304942166141,18,"M","SR","1F"
"3097",4186,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_81",438,41100,41538,0.0105445616062401,15,"M","SR","1E"
"3099",4188,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_51",2444,39268,41712,0.0585922516302263,15,"M","SR","1E"
"3100",4189,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_57",564,41128,41692,0.0135277751127315,15,"M","SR","1E"
"3106",4196,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_148",10,893,903,0.0110741971207087,15,"M","SR","1E"
"3107",4197,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_154",15,974,989,0.0151668351870576,15,"M","SR","1E"
"3108",4198,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_151",1,982,983,0.00101729399796541,15,"M","SR","1E"
"3109",4199,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_160",18,973,991,0.0181634712411705,15,"M","SR","1E"
"3110",4200,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_165",12,978,990,0.0121212121212121,15,"M","SR","1E"
"3112",4202,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_157",30,961,991,0.0302724520686176,15,"M","SR","1E"
"3129",4220,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_26",2998,37992,40990,0.0731397901927299,15,"M","SR","1E"
"3130",4221,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_37",1202,40510,41712,0.0288166474875336,15,"M","SR","1E"
"3131",4222,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_45",328,40885,41213,0.0079586538228229,15,"M","SR","1E"
"3132",4223,"L78","kw04-09","BDNF","1E","BDNF_1E_S5_sort.bam","BDNF_48",138,41573,41711,0.00330847977751672,15,"M","SR","1E"
"3136",4229,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_51",147,18172,18319,0.00802445548337791,15,"M","SR","7E"
"3137",4230,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_29",342,17449,17791,0.0192232027429599,15,"M","SR","7E"
"3139",4232,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_49",10,18317,18327,0.000545643040323021,15,"M","SR","7E"
"3140",4234,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_54",59,18276,18335,0.00321788928279247,15,"M","SR","7E"
"3141",4235,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_36",94,17708,17802,0.00528030558364229,15,"M","SR","7E"
"3142",4238,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_95",85,520,605,0.140495867768595,15,"M","SR","1E"
"3143",4239,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_113",294,304,598,0.491638795986622,15,"M","SR","1E"
"3153",4254,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_45",5,1128,1133,0.00441306266548985,15,"M","SR","1E"
"3160",4264,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_92",78,524,602,0.129568106312292,15,"M","SR","1E"
"3162",4266,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_71",143,18223,18366,0.00778612653816835,15,"M","SR","7E"
"3163",4267,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_27",49,553,602,0.0813953488372093,15,"M","SR","1E"
"3165",4270,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_92",14,1109,1123,0.01246660730187,15,"M","SR","1E"
"3166",4271,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_132",8,1093,1101,0.0072661217075386,15,"M","SR","1E"
"3169",4275,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_49",102,502,604,0.16887417218543,15,"M","SR","1E"
"3170",4276,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_73",87,517,604,0.144039735099338,15,"M","SR","1E"
"3171",4277,"L78","kw04-09","CRF","1E","CRF_1E_S5_sort.bam","CRF_33",111,491,602,0.184385382059801,15,"M","SR","1E"
"3172",4278,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_74",75,18292,18367,0.00408341046441988,15,"M","SR","7E"
"3173",4279,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_90",21,1102,1123,0.018699910952805,15,"M","SR","1E"
"3176",4283,"L78","kw04-09","ACTB","7E","ACTB_7E_S53_sort.bam","ACTB_65",13,18355,18368,0.000707752613240418,15,"M","SR","7E"
"3177",4284,"L78","kw04-09","NP","1E","NP_1E_S5_merge.bam","NP_66",5,1128,1133,0.00441306266548985,15,"M","SR","1E"
"3187",4311,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_37",143,6602,6745,0.0212008895478132,20,"M","SR","1G"
"3188",4312,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_45",0,6681,6681,0,20,"M","SR","1G"
"3189",4313,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_48",2,6744,6746,0.000296471983397569,20,"M","SR","1G"
"3190",4314,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_51",791,5951,6742,0.117324236131712,20,"M","SR","1G"
"3191",4316,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_165",0,1062,1062,0,20,"M","SR","1G"
"3193",4326,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_71",7,33620,33627,0.0002081660570375,20,"M","SR","7G"
"3194",4327,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_74",7,33642,33649,0.000208029956313709,20,"M","SR","7G"
"3195",4328,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_49",32,318,350,0.0914285714285714,20,"M","SR","1G"
"3196",4329,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_154",0,1063,1063,0,20,"M","SR","1G"
"3201",4334,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_157",0,1066,1066,0,20,"M","SR","1G"
"3203",4336,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_73",115,234,349,0.329512893982808,20,"M","SR","1G"
"3204",4337,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_92",7,343,350,0.02,20,"M","SR","1G"
"3205",4338,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_33",85,263,348,0.244252873563218,20,"M","SR","1G"
"3206",4342,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_95",12,338,350,0.0342857142857143,20,"M","SR","1G"
"3207",4343,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_113",228,119,347,0.657060518731988,20,"M","SR","1G"
"3208",4344,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_29",9,33355,33364,0.000269751828317947,20,"M","SR","7G"
"3210",4346,"L95","KW16-02","CRF","1G","CRF_1G_S7_sort.bam","CRF_27",61,287,348,0.175287356321839,20,"M","SR","1G"
"3211",4347,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_51",13,33567,33580,0.000387135199523526,20,"M","SR","7G"
"3212",4348,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_54",44,33559,33603,0.00130940689819361,20,"M","SR","7G"
"3213",4349,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_65",9,33635,33644,0.000267506836285816,20,"M","SR","7G"
"3214",4350,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_26",402,6315,6717,0.0598481464939705,20,"M","SR","1G"
"3215",4351,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_151",0,1062,1062,0,20,"M","SR","1G"
"3216",4354,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_160",0,1066,1066,0,20,"M","SR","1G"
"3217",4355,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_57",1,6734,6735,0.000148478099480327,20,"M","SR","1G"
"3219",4358,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_36",193,33202,33395,0.00577930827968259,20,"M","SR","7G"
"3220",4359,"L95","KW16-02","ACTB","7G","ACTB_7G_S55_sort.bam","ACTB_49",8,33575,33583,0.000238215763928178,20,"M","SR","7G"
"3221",4360,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_90",0,1245,1245,0,20,"M","SR","1G"
"3222",4361,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_92",0,1246,1246,0,20,"M","SR","1G"
"3223",4362,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_132",0,1211,1211,0,20,"M","SR","1G"
"3224",4363,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_148",0,929,929,0,20,"M","SR","1G"
"3229",4369,"L95","KW16-02","BDNF","1G","BDNF_1G_S7_sort.bam","BDNF_81",0,6674,6674,0,20,"M","SR","1G"
"3230",4371,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_45",0,1271,1271,0,20,"M","SR","1G"
"3231",4372,"L95","KW16-02","NP","1G","NP_1G_S7_merge.bam","NP_66",143,1124,1267,0.112865035516969,20,"M","SR","1G"
"3240",4387,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_33",37,111,148,0.25,3,"M","SR","1C"
"3241",4388,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_154",5,1053,1058,0.00472589792060491,3,"M","SR","1C"
"3242",4389,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_51",1055,18634,19689,0.0535832190563259,3,"M","SR","1C"
"3243",4390,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_57",11,19915,19926,0.000552042557462612,3,"M","SR","1C"
"3244",4391,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_81",614,19300,19914,0.0308325800944059,3,"M","SR","1C"
"3245",4392,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_49",45,106,151,0.298013245033113,3,"M","SR","1C"
"3249",4396,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_148",11,921,932,0.0118025751072961,3,"M","SR","1C"
"3250",4397,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_151",4,1047,1051,0.00380589914367269,3,"M","SR","1C"
"3258",4406,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_45",0,1207,1207,0,3,"M","SR","1C"
"3259",4407,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_66",2,1206,1208,0.00165562913907285,3,"M","SR","1C"
"3260",4408,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_90",25,1166,1191,0.0209907640638119,3,"M","SR","1C"
"3261",4409,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_92",9,1184,1193,0.00754400670578374,3,"M","SR","1C"
"3262",4410,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_132",0,1161,1161,0,3,"M","SR","1C"
"3264",4412,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_26",1896,17394,19290,0.0982892690513219,3,"M","SR","1C"
"3265",4413,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_37",1320,18370,19690,0.0670391061452514,3,"M","SR","1C"
"3266",4414,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_45",207,19262,19469,0.0106322872258462,3,"M","SR","1C"
"3267",4415,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_27",19,129,148,0.128378378378378,3,"M","SR","1C"
"3271",4421,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_113",91,58,149,0.610738255033557,3,"M","SR","1C"
"3274",4424,"L98","kw02-04","BDNF","1C","BDNF_1C_S3_sort.bam","BDNF_48",255,19434,19689,0.0129513941794911,3,"M","SR","1C"
"3275",4425,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_160",1,1055,1056,0.000946969696969697,3,"M","SR","1C"
"3278",4428,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_157",22,1034,1056,0.0208333333333333,3,"M","SR","1C"
"3280",4430,"L98","kw02-04","NP","1C","NP_1C_S3_merge.bam","NP_165",7,1050,1057,0.00662251655629139,3,"M","SR","1C"
"3288",4440,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_54",10,27651,27661,0.000361519829362641,3,"M","SR","7C"
"3290",4442,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_36",159,26896,27055,0.00587691739050083,3,"M","SR","7C"
"3299",4455,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_71",298,27412,27710,0.0107542403464453,3,"M","SR","7C"
"3300",4456,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_74",689,27025,27714,0.0248610810420726,3,"M","SR","7C"
"3312",4472,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_65",144,27568,27712,0.00519630484988453,3,"M","SR","7C"
"3316",4476,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_29",246,26783,27029,0.00910133560250102,3,"M","SR","7C"
"3318",4480,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_51",760,26877,27637,0.0274993667908963,3,"M","SR","7C"
"3319",4482,"L98","kw02-04","ACTB","7C","ACTB_7C_S51_sort.bam","ACTB_49",208,27436,27644,0.00752423672406309,3,"M","SR","7C"
"3321",4486,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_73",26,125,151,0.172185430463576,3,"M","SR","1C"
"3322",4487,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_92",22,129,151,0.145695364238411,3,"M","SR","1C"
"3323",4488,"L98","kw02-04","CRF","1C","CRF_1C_S3_sort.bam","CRF_95",19,132,151,0.125827814569536,3,"M","SR","1C"
"3325",4491,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_29",634,27730,28364,0.0223522775349034,38,"M","NR","12E"
"3331",4500,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_66",46,1433,1479,0.0311020960108181,38,"M","NR","6E"
"3335",4508,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_45",49,1433,1482,0.0330634278002699,38,"M","NR","6E"
"3336",4509,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_49",1061,27981,29042,0.036533296604917,38,"M","NR","12E"
"3337",4510,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_51",5,29030,29035,0.000172205958326158,38,"M","NR","12E"
"3338",4511,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_90",84,1379,1463,0.0574162679425837,38,"M","NR","6E"
"3344",4522,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_36",835,27560,28395,0.0294065856664906,38,"M","NR","12E"
"3349",4533,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_157",4,1223,1227,0.0032599837000815,38,"M","NR","6E"
"3350",4534,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_160",11,1215,1226,0.00897226753670473,38,"M","NR","6E"
"3353",4542,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_74",12,29115,29127,0.00041198887630034,38,"M","NR","12E"
"3357",4546,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_26",2775,17921,20696,0.134083880943177,38,"M","NR","6E"
"3358",4547,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_37",583,20343,20926,0.027860078371404,38,"M","NR","6E"
"3359",4548,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_45",125,20546,20671,0.00604711915243578,38,"M","NR","6E"
"3363",4552,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_54",1822,27231,29053,0.0627129728427357,38,"M","NR","12E"
"3366",4555,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_148",11,1103,1114,0.00987432675044883,38,"M","NR","6E"
"3367",4557,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_151",6,1214,1220,0.00491803278688525,38,"M","NR","6E"
"3369",4561,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_165",1,1226,1227,0.000814995925020375,38,"M","NR","6E"
"3371",4567,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_65",677,28447,29124,0.023245433319599,38,"M","NR","12E"
"3375",4576,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_48",323,20595,20918,0.0154412467731141,38,"M","NR","6E"
"3376",4577,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_51",1144,19782,20926,0.0546688330306795,38,"M","NR","6E"
"3377",4578,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_57",200,20713,20913,0.00956342944579926,38,"M","NR","6E"
"3379",4580,"R06","kw93-23","BDNF","6E","BDNF_6E_S45_sort.bam","BDNF_81",281,20531,20812,0.0135018258696906,38,"M","NR","6E"
"3382",4585,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_154",3,1224,1227,0.00244498777506112,38,"M","NR","6E"
"3383",4586,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_132",74,1346,1420,0.052112676056338,38,"M","NR","6E"
"3384",4587,"R06","kw93-23","ACTB","12E","ACTB_12E_S93_sort.bam","ACTB_71",4,29110,29114,0.000137390945936663,38,"M","NR","12E"
"3386",4589,"R06","kw93-23","NP","6E","NP_6E_S45_merge.bam","NP_92",66,1395,1461,0.0451745379876797,38,"M","NR","6E"
"3388",4591,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_154",3,1972,1975,0.00151898734177215,15,"M","NR","6F"
"3389",4592,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_113",284,0,284,1,15,"M","NR","6H"
"3390",4594,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_36",9,13917,13926,0.000646273158121499,15,"M","NR","12H"
"3392",4596,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_66",9,2303,2312,0.00389273356401384,15,"M","NR","6F"
"3393",4597,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_90",30,2251,2281,0.0131521262604121,15,"M","NR","6F"
"3394",4598,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_49",2,13973,13975,0.000143112701252236,15,"M","NR","12H"
"3395",4599,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_73",0,284,284,0,15,"M","NR","6H"
"3400",4604,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_27",0,280,280,0,15,"M","NR","6H"
"3401",4606,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_95",0,284,284,0,15,"M","NR","6H"
"3402",4607,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_92",0,284,284,0,15,"M","NR","6H"
"3403",4608,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_165",5,1968,1973,0.00253421186011151,15,"M","NR","6F"
"3404",4610,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_29",3,13898,13901,0.000215811812099849,15,"M","NR","12H"
"3405",4611,"R28","kw03-12","NP","6F","NP_6F_S46_merge.bam","NP_160",21,1952,1973,0.0106436898124683,15,"M","NR","6F"
"3410",4616,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_51",3,13968,13971,0.000214730513205927,15,"M","NR","12H"
"3411",4617,"R28","kw03-12","ACTB","12H","ACTB_12H_S96_sort.bam","ACTB_54",6,13984,13990,0.000428877769835597,15,"M","NR","12H"
"3412",4618,"R28","kw03-12","CRF","6H","CRF_6H_S48_sort.bam","CRF_33",283,0,283,1,15,"M","NR","6H"
